0,1,2,3,4,5
In| 1.00:1.00,Pt| 0.72:0.50,Co| 0.67:0.05,C_| 0.60:0.08,Sn| 0.56:0.50,Ge| 0.55:0.15
Zn| 0.54:0.12,P | 0.54:0.14,Si| 0.51:0.42,Fe| 0.51:0.44,Sb| 0.51:0.45,Cr| 0.50:0.05
Pd| 0.49:0.43,I_| 0.49:0.40,K | 0.48:0.38,Pb| 0.45:0.18,Bi| 0.41:0.16,S | 0.41:0.42
W_| 0.40:0.61,Cu| 0.38:0.09,Al| 0.36:0.04,Zr| 0.35:0.41,Ta| 0.33:0.34,Ni| 0.32:0.40
Mo| 0.31:0.18,Nb| 0.29:0.50,Cd| 0.25:0.01,Ag| 0.23:0.03,Ti| 0.19:0.58,Ca| 0.18:0.12
V_| 0.17:0.14,Au| 0.08:0.01,,,,
