0,1,2,3,4,5
Co| 1.00:1.00,Ag| 0.15:0.22,Cr| 0.10:0.11,Au| 0.08:0.11,Ge| 0.06:0.22,Sb| 0.06:0.67
I_| 0.06:0.56,Si| 0.05:0.56,Ca| 0.05:0.44,In| 0.05:0.67,Ta| 0.05:0.67,S | 0.05:0.67
Sn| 0.05:0.56,Mo| 0.05:0.33,Bi| 0.05:0.22,Zr| 0.05:0.67,W_| 0.04:0.78,Fe| 0.04:0.44
Pd| 0.04:0.44,Cu| 0.04:0.11,Pt| 0.04:0.33,P | 0.04:0.11,V_| 0.03:0.33,Ni| 0.03:0.44
K | 0.02:0.22,Pb| 0.02:0.11,Nb| 0.02:0.33,Ti| 0.01:0.56,,
,,,,,
