0,1,2,3,4,5
Bi| 1.00:1.00,C_| 0.53:0.18,Zn| 0.46:0.25,Al| 0.45:0.11,Ge| 0.45:0.32,Cu| 0.42:0.25
Cr| 0.40:0.09,Ag| 0.38:0.11,P | 0.36:0.23,Si| 0.26:0.55,Cd| 0.25:0.02,Au| 0.25:0.07
Sb| 0.24:0.55,Pt| 0.23:0.41,Co| 0.22:0.05,K | 0.22:0.43,S | 0.22:0.57,I_| 0.21:0.43
Fe| 0.21:0.45,Pd| 0.21:0.45,Ni| 0.20:0.61,Mo| 0.19:0.27,Sn| 0.18:0.41,Zr| 0.18:0.55
Ca| 0.18:0.30,In| 0.16:0.41,Ta| 0.14:0.36,Pb| 0.14:0.14,Nb| 0.13:0.59,W_| 0.12:0.48
V_| 0.10:0.20,Ti| 0.06:0.43,,,,
