0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Ti:1339.2,V_:1322.6,Nb:573.6,W_:381.6,Ca:315.1,Ni:306.5,Cu:264.2,Sb:203.5,Zr:201.4,Bi:177.8,P :158.5,,,,,,,,,,,
Mo:711.5,Pt:403.6,Pt:250.8,S :239.7,Ge:204.8,W_:200.5,Bi:176.9,S :176.1,Sb:160.1,Sb:150.6,,,,,,,,,,,,
In:1084.3,Ti:983.0,Ni:455.6,Ca:323.5,Cr:278.1,P :274.8,Zr:223.7,Sn:204.9,Fe:198.0,W_:187.8,Bi:173.5,Pt:171.5,Pd:167.5,Sb:151.8,,,,,,,,
Ti:884.7,W_:775.7,Pd:541.7,Pt:483.6,In:456.8,S :395.1,Si:379.0,Fe:352.0,Zr:348.4,Sn:348.2,Sb:340.7,I_:298.5,Bi:171.8,,,,,,,,,
Fe:1217.3,Nb:874.0,Ni:386.4,Ag:250.5,Zr:229.0,Ge:227.7,Pt:185.1,V_:170.4,Bi:169.4,Cr:167.8,Pd:163.4,,,,,,,,,,,
Bi:156.2,,,,,,,,,,,,,,,,,,,,,
Nb:753.7,Fe:668.9,V_:614.7,Ti:551.3,C_:481.3,Ni:444.2,Pb:285.9,Ta:220.9,Bi:155.3,S :153.1,,,,,,,,,,,,
Nb:4598.3,Ti:2385.1,Ni:1886.5,W_:1264.7,Zr:977.1,In:882.2,Pt:806.9,Ta:805.5,Sn:794.0,S :793.4,Sb:707.8,Fe:683.3,S :660.7,I_:570.4,Si:518.9,K :477.7,Ge:215.2,P :200.4,Bi:153.9,,,
Ti:2385.1,S :660.7,K :311.7,P :161.7,Bi:153.4,Au:150.1,,,,,,,,,,,,,,,,
Nb:378.4,Pd:369.3,Ni:289.3,Sn:265.9,Mo:239.2,Sb:222.1,Si:161.1,W_:159.3,Fe:157.4,Bi:151.9,,,,,,,,,,,,
Ta:716.8,S :646.8,V_:493.2,Pt:242.2,Zr:221.0,Si:189.8,Fe:179.4,Bi:151.0,,,,,,,,,,,,,,
Ti:1430.4,Nb:1286.5,Ni:573.0,Fe:451.2,Si:241.7,In:170.6,Sn:165.1,S :155.7,Bi:150.9,K :150.9,,,,,,,,,,,,
Nb:1875.0,Ni:1035.5,W_:252.5,Ti:239.2,In:193.7,Pb:188.0,S :173.5,Bi:150.4,,,,,,,,,,,,,,
