0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Cu:1202.7,Pd:1196.0,Nb:842.0,Nb:653.6,Ni:407.4,Zr:337.7,Ni:323.9,P :299.6,Ta:284.2,S :281.5,Mo:196.1,W_:185.5,Si:167.1,Sn:160.9,I_:157.7,,,,,,,
Nb:2443.0,Ni:1221.0,Ge:748.2,Ge:657.0,Zr:392.6,S :245.4,Sb:231.0,I_:224.3,Ta:223.8,Sb:207.6,Fe:207.4,Pb:185.9,W_:184.0,In:181.1,Si:165.8,K :161.5,,,,,,
Nb:1769.9,Ni:979.2,Mo:643.7,K :493.1,Sn:433.8,Ti:262.9,Fe:236.1,Ta:206.7,W_:182.9,Pb:180.1,Si:178.9,Pt:176.2,Zr:162.0,,,,,,,,,
Sb:1695.4,Ca:373.1,Pd:181.9,W_:181.0,I_:154.6,,,,,,,,,,,,,,,,,
Mo:582.1,W_:180.1,K :153.0,,,,,,,,,,,,,,,,,,,
Ti:996.9,Nb:599.1,Ni:472.2,In:350.2,Co:306.9,Sn:237.2,Fe:222.9,Pd:219.9,Ag:207.4,W_:178.9,Sb:171.5,Sb:169.8,Ca:165.0,Si:156.1,,,,,,,,
Ti:775.4,Cr:717.9,Nb:458.6,Ni:291.2,Fe:221.8,Al:199.0,Si:194.7,W_:178.8,In:165.2,,,,,,,,,,,,,
Ti:656.5,C_:615.8,Nb:509.2,Sb:435.3,Si:316.2,In:254.2,Sn:205.6,W_:178.6,Pb:170.9,Ta:150.1,,,,,,,,,,,,
Nb:640.2,Ti:463.5,Ni:246.5,K :197.4,W_:178.5,In:169.7,,,,,,,,,,,,,,,,
Ti:366.5,Ca:232.0,W_:174.0,,,,,,,,,,,,,,,,,,,
Cu:5098.6,Nb:1830.0,Ni:1006.4,Zr:756.3,Ta:360.9,Pt:293.9,In:177.1,W_:173.8,Fe:159.7,,,,,,,,,,,,,
Mo:582.1,W_:172.8,In:150.4,,,,,,,,,,,,,,,,,,,
Ta:454.9,Pt:209.2,Pd:206.6,W_:172.7,,,,,,,,,,,,,,,,,,
V_:564.2,Zr:201.3,Fe:186.2,W_:172.5,Nb:170.5,Ti:161.9,,,,,,,,,,,,,,,,
Ti:820.0,Mo:283.3,Si:236.7,Ta:175.1,V_:171.3,W_:170.5,,,,,,,,,,,,,,,,
Nb:292.7,W_:170.5,,,,,,,,,,,,,,,,,,,,
Ta:1315.8,In:181.7,W_:170.5,,,,,,,,,,,,,,,,,,,
