0,1,2,3,4,5
K | 1.00:1.00,Zn| 0.62:0.17,P | 0.54:0.17,C_| 0.47:0.08,Cu| 0.46:0.14,Al| 0.45:0.06
Bi| 0.43:0.22,I_| 0.43:0.43,Si| 0.42:0.44,Pt| 0.42:0.38,Ge| 0.42:0.15,Fe| 0.41:0.44
In| 0.38:0.48,Pd| 0.37:0.41,Pb| 0.34:0.17,S | 0.34:0.44,Sn| 0.32:0.36,Zr| 0.32:0.48
Cr| 0.30:0.03,Sb| 0.28:0.32,Mo| 0.28:0.20,W_| 0.27:0.51,Ni| 0.26:0.41,Cd| 0.25:0.01
Ta| 0.24:0.31,Co| 0.22:0.02,Nb| 0.21:0.47,Ca| 0.19:0.16,V_| 0.19:0.18,Au| 0.17:0.02
Ag| 0.15:0.02,Ti| 0.15:0.56,,,,
