0,1,2,3,4,5
Nb| 1.00:1.00,Ni| 0.94:0.66,C_| 0.87:0.07,Cd| 0.75:0.02,P | 0.75:0.11,Zn| 0.71:0.09
Ag| 0.69:0.05,Pb| 0.68:0.15,Al| 0.64:0.04,Ge| 0.61:0.10,Bi| 0.59:0.13,Pd| 0.59:0.29
Cu| 0.58:0.08,Fe| 0.55:0.27,S | 0.55:0.33,I_| 0.55:0.25,Mo| 0.55:0.18,W_| 0.52:0.45
Sb| 0.52:0.26,In| 0.50:0.29,Pt| 0.50:0.20,Si| 0.50:0.24,Cr| 0.50:0.03,Au| 0.50:0.03
Sn| 0.49:0.25,Zr| 0.47:0.32,K | 0.47:0.21,V_| 0.47:0.21,Ta| 0.46:0.27,Ca| 0.45:0.17
Co| 0.33:0.02,Ti| 0.31:0.53,,,,
