0,1,2,3,4,5
Sn| 1.00:1.00,P | 0.71:0.20,Pt| 0.56:0.44,Pd| 0.56:0.55,Co| 0.56:0.05,Al| 0.55:0.06
Cu| 0.54:0.14,Fe| 0.51:0.49,Zn| 0.50:0.12,In| 0.50:0.56,Ge| 0.48:0.15,Si| 0.48:0.44
Sb| 0.45:0.45,Bi| 0.41:0.18,S | 0.41:0.47,C_| 0.40:0.06,Ag| 0.38:0.05,I_| 0.38:0.34
Zr| 0.37:0.49,K | 0.36:0.32,Pb| 0.34:0.15,W_| 0.34:0.58,Mo| 0.33:0.21,Ta| 0.31:0.35
Cr| 0.30:0.03,Ni| 0.29:0.40,Nb| 0.25:0.49,Cd| 0.25:0.01,Ca| 0.24:0.18,V_| 0.16:0.14
Ti| 0.15:0.51,Au| 0.08:0.01,,,,
