0,1,2,3,4,5
I_| 1.00:1.00,Co| 0.56:0.06,Zn| 0.54:0.15,Cu| 0.54:0.16,P | 0.54:0.17,Ge| 0.52:0.18
Pd| 0.52:0.56,Cr| 0.50:0.06,Ag| 0.46:0.07,Si| 0.46:0.47,Pt| 0.45:0.39,K | 0.43:0.43
Bi| 0.43:0.21,Fe| 0.41:0.44,S | 0.41:0.53,In| 0.40:0.49,Sb| 0.39:0.44,Al| 0.36:0.04
Sn| 0.34:0.38,Zr| 0.32:0.48,W_| 0.32:0.60,Ni| 0.30:0.46,C_| 0.27:0.04,Ta| 0.26:0.34
Ca| 0.26:0.21,Nb| 0.25:0.55,Cd| 0.25:0.01,Au| 0.25:0.03,Mo| 0.25:0.18,Pb| 0.23:0.11
V_| 0.19:0.18,Ti| 0.12:0.46,,,,
