0,1,2,3,4,5
Pt| 1.00:1.00,Cr| 0.70:0.09,In| 0.50:0.72,Pd| 0.48:0.60,Ge| 0.48:0.19,Sn| 0.44:0.56
Fe| 0.44:0.54,Zn| 0.42:0.13,Bi| 0.41:0.23,I_| 0.39:0.45,P | 0.39:0.14,S | 0.39:0.58
Si| 0.38:0.45,K | 0.38:0.42,Sb| 0.35:0.45,W_| 0.34:0.73,C_| 0.33:0.06,Co| 0.33:0.04
Pb| 0.32:0.18,Zr| 0.29:0.49,Ta| 0.28:0.41,Al| 0.27:0.04,Cu| 0.27:0.09,Ni| 0.23:0.40
Mo| 0.22:0.18,Nb| 0.20:0.50,V_| 0.17:0.19,Au| 0.17:0.03,Ag| 0.15:0.03,Ti| 0.12:0.53
Ca| 0.11:0.10,,,,,
