0,1,2,3,4,5
P | 1.00:1.00,Zn| 0.38:0.32,Ge| 0.29:0.32,Cu| 0.27:0.25,Bi| 0.23:0.36,Sn| 0.20:0.71
Al| 0.18:0.07,Fe| 0.18:0.61,K | 0.17:0.54,I_| 0.17:0.54,Sb| 0.16:0.57,Pd| 0.15:0.54
Ag| 0.15:0.07,Si| 0.15:0.50,Pt| 0.14:0.39,S | 0.14:0.57,Zr| 0.14:0.64,In| 0.14:0.54
C_| 0.13:0.07,Ni| 0.12:0.61,Co| 0.11:0.04,Nb| 0.11:0.75,Cr| 0.10:0.04,W_| 0.10:0.57
Mo| 0.09:0.21,Au| 0.08:0.04,V_| 0.08:0.25,Ca| 0.08:0.21,Ta| 0.08:0.32,Ti| 0.05:0.57
Pb| 0.05:0.07,,,,,
