0,1,2,3,4,5
C_| 1.00:1.00,Al| 0.27:0.20,Cu| 0.19:0.33,Bi| 0.18:0.53,Zn| 0.17:0.27,Cr| 0.10:0.07
Ge| 0.10:0.20,Pb| 0.09:0.27,Sb| 0.09:0.60,In| 0.08:0.60,K | 0.08:0.47,Mo| 0.08:0.33
Ag| 0.08:0.07,Si| 0.08:0.47,P | 0.07:0.13,Ta| 0.07:0.53,Nb| 0.07:0.87,Pt| 0.06:0.33
Pd| 0.06:0.40,Sn| 0.06:0.40,S | 0.06:0.47,Zr| 0.06:0.53,W_| 0.06:0.67,Ni| 0.06:0.53
I_| 0.04:0.27,Fe| 0.04:0.27,V_| 0.03:0.20,Ti| 0.02:0.40,Ca| 0.01:0.07,
,,,,,
