0,1,2,3,4,5
Ge| 1.00:1.00,Al| 0.45:0.16,Zn| 0.42:0.32,P | 0.32:0.29,Bi| 0.32:0.45,Ag| 0.31:0.13
Cu| 0.27:0.23,Au| 0.25:0.10,Si| 0.25:0.74,Cd| 0.25:0.03,Sb| 0.22:0.71,Co| 0.22:0.06
S | 0.21:0.77,Pd| 0.21:0.65,Pb| 0.20:0.29,Cr| 0.20:0.06,C_| 0.20:0.10,Pt| 0.19:0.48
I_| 0.18:0.52,Fe| 0.18:0.55,In| 0.15:0.55,Sn| 0.15:0.48,Zr| 0.15:0.65,K | 0.15:0.42
Mo| 0.12:0.26,Ni| 0.12:0.55,Ta| 0.12:0.45,V_| 0.12:0.32,Nb| 0.10:0.61,W_| 0.10:0.52
Ti| 0.03:0.32,Ca| 0.03:0.06,,,,
