0,1,2,3,4,5
Mo| 1.00:1.00,C_| 0.33:0.08,Co| 0.33:0.05,Cr| 0.30:0.05,Pb| 0.30:0.20,Si| 0.29:0.42
Bi| 0.27:0.19,Al| 0.27:0.05,Cu| 0.27:0.11,Ge| 0.26:0.12,Zn| 0.25:0.09,Ni| 0.23:0.48
Pd| 0.22:0.33,P | 0.21:0.09,Sn| 0.21:0.33,K | 0.20:0.28,Ca| 0.20:0.23,Fe| 0.20:0.30
Zr| 0.20:0.41,Ta| 0.19:0.34,Nb| 0.18:0.55,In| 0.18:0.31,I_| 0.18:0.25,Pt| 0.18:0.22
W_| 0.17:0.45,Au| 0.17:0.03,Ag| 0.15:0.03,Sb| 0.15:0.23,S | 0.14:0.25,V_| 0.09:0.12
Ti| 0.09:0.45,,,,,
