0,1,2,3,4,5
Pb| 1.00:1.00,Ge| 0.29:0.20,C_| 0.27:0.09,Mo| 0.20:0.30,Cr| 0.20:0.05,Ca| 0.19:0.32
In| 0.18:0.45,Pt| 0.18:0.32,K | 0.17:0.34,Fe| 0.17:0.36,Zn| 0.17:0.09,Si| 0.16:0.34
Ni| 0.16:0.50,Nb| 0.15:0.68,Cu| 0.15:0.09,Sb| 0.15:0.34,Sn| 0.15:0.34,Pd| 0.14:0.32
Bi| 0.14:0.14,Ta| 0.13:0.34,W_| 0.13:0.50,S | 0.13:0.34,Zr| 0.12:0.36,I_| 0.11:0.23
Co| 0.11:0.02,Au| 0.08:0.02,Ti| 0.07:0.57,P | 0.07:0.05,V_| 0.06:0.11,
,,,,,
