0,1,2,3,4,5
Ti| 1.00:1.00,Cd| 0.75:0.01,Cr| 0.70:0.02,In| 0.58:0.19,Fe| 0.57:0.16,P | 0.57:0.05
Pb| 0.57:0.07,Zr| 0.56:0.22,K | 0.56:0.15,Co| 0.56:0.01,W_| 0.55:0.28,Ni| 0.54:0.22
Nb| 0.53:0.31,Pt| 0.53:0.12,Sb| 0.53:0.15,Pd| 0.52:0.15,S | 0.51:0.18,Sn| 0.51:0.15
V_| 0.47:0.12,Ta| 0.46:0.16,Ag| 0.46:0.02,I_| 0.46:0.12,Zn| 0.46:0.03,Al| 0.45:0.01
Mo| 0.45:0.09,Si| 0.45:0.12,Bi| 0.43:0.06,Au| 0.42:0.01,Ca| 0.41:0.09,C_| 0.40:0.02
Ge| 0.32:0.03,Cu| 0.27:0.02,,,,
