0,1,2,3,4,5
Zr| 1.00:1.00,Co| 0.67:0.05,Ge| 0.65:0.15,P | 0.64:0.14,Cr| 0.60:0.05,Zn| 0.58:0.11
Bi| 0.55:0.18,Si| 0.54:0.38,Cu| 0.54:0.11,C_| 0.53:0.06,Sb| 0.52:0.38,Cd| 0.50:0.02
Sn| 0.49:0.37,Fe| 0.49:0.35,Pt| 0.49:0.29,Pd| 0.48:0.35,I_| 0.48:0.32,K | 0.48:0.32
Ag| 0.46:0.05,Al| 0.45:0.04,In| 0.41:0.35,S | 0.41:0.36,Mo| 0.41:0.20,Ni| 0.38:0.39
Pb| 0.36:0.12,W_| 0.36:0.46,Nb| 0.32:0.47,Ta| 0.31:0.26,Ca| 0.28:0.16,V_| 0.26:0.17
Au| 0.25:0.02,Ti| 0.22:0.56,,,,
