0,1,2,3,4,5
Ta| 1.00:1.00,Co| 0.67:0.05,C_| 0.53:0.07,Zn| 0.50:0.11,Ge| 0.45:0.12,Si| 0.45:0.36
Cu| 0.42:0.10,Pt| 0.41:0.28,S | 0.38:0.39,Fe| 0.38:0.32,Bi| 0.36:0.14,Sn| 0.35:0.31
Pd| 0.35:0.30,Mo| 0.34:0.19,Sb| 0.34:0.30,In| 0.34:0.33,Pb| 0.34:0.13,I_| 0.34:0.26
P | 0.32:0.08,Ag| 0.31:0.04,K | 0.31:0.24,Ni| 0.29:0.35,W_| 0.28:0.41,Al| 0.27:0.03
Nb| 0.27:0.46,V_| 0.27:0.20,Zr| 0.26:0.31,Cd| 0.25:0.01,Au| 0.25:0.03,Ca| 0.24:0.16
Cr| 0.20:0.02,Ti| 0.16:0.46,,,,
