0,1,2,3,4,5
Cu| 1.00:1.00,C_| 0.33:0.19,Bi| 0.25:0.42,P | 0.25:0.27,Ag| 0.23:0.12,Ge| 0.23:0.27
Al| 0.18:0.08,I_| 0.16:0.54,Sn| 0.14:0.54,K | 0.14:0.46,Zn| 0.12:0.12,Pd| 0.12:0.46
Fe| 0.11:0.42,Co| 0.11:0.04,Mo| 0.11:0.27,Zr| 0.11:0.54,W_| 0.10:0.65,Si| 0.10:0.35
Ta| 0.10:0.42,Ni| 0.09:0.50,Pb| 0.09:0.15,Sb| 0.09:0.35,In| 0.09:0.38,Pt| 0.09:0.27
Au| 0.08:0.04,V_| 0.08:0.27,S | 0.08:0.35,Nb| 0.08:0.58,Ca| 0.07:0.19,Ti| 0.02:0.27
,,,,,
