0,1,2,3,4,5
V_| 1.00:1.00,Ag| 0.38:0.06,Au| 0.33:0.05,Co| 0.33:0.03,Ge| 0.32:0.12,Cr| 0.30:0.03
Cu| 0.27:0.08,S | 0.27:0.36,Fe| 0.26:0.29,Zn| 0.25:0.07,P | 0.25:0.08,Cd| 0.25:0.01
Pd| 0.23:0.26,Nb| 0.21:0.47,Bi| 0.20:0.10,W_| 0.20:0.40,Ta| 0.20:0.27,C_| 0.20:0.03
Ni| 0.20:0.31,Pt| 0.19:0.17,K | 0.18:0.19,Al| 0.18:0.02,I_| 0.18:0.19,Sb| 0.17:0.20
Zr| 0.17:0.26,Ca| 0.15:0.13,Sn| 0.14:0.16,In| 0.14:0.17,Mo| 0.12:0.09,Ti| 0.12:0.47
Pb| 0.11:0.06,Si| 0.11:0.12,,,,
