0,1,2,3,4,5
S | 1.00:1.00,Ge| 0.77:0.21,Co| 0.67:0.05,Al| 0.64:0.06,Ag| 0.62:0.07,Zn| 0.58:0.12
Pt| 0.58:0.39,P | 0.57:0.14,Bi| 0.57:0.22,Pd| 0.54:0.45,Si| 0.53:0.42,I_| 0.53:0.41
Sn| 0.47:0.41,C_| 0.47:0.06,K | 0.44:0.34,Fe| 0.43:0.35,Sb| 0.42:0.36,In| 0.42:0.41
W_| 0.39:0.57,Ta| 0.39:0.38,Zr| 0.36:0.41,V_| 0.36:0.27,Ni| 0.36:0.42,Cu| 0.35:0.08
Pb| 0.34:0.13,Au| 0.33:0.03,Nb| 0.33:0.55,Cr| 0.30:0.03,Ca| 0.27:0.17,Cd| 0.25:0.01
Mo| 0.25:0.14,Ti| 0.18:0.51,,,,
