0,1,2,3,4,5
Al| 1.00:1.00,C_| 0.20:0.27,Ge| 0.16:0.45,Bi| 0.11:0.45,Cr| 0.10:0.09,Au| 0.08:0.09
Zn| 0.08:0.18,Ag| 0.08:0.09,Cu| 0.08:0.18,P | 0.07:0.18,Fe| 0.06:0.55,Sn| 0.06:0.55
S | 0.06:0.64,K | 0.06:0.45,Si| 0.05:0.45,W_| 0.05:0.82,Mo| 0.05:0.27,I_| 0.04:0.36
Pt| 0.04:0.27,Zr| 0.04:0.45,Ni| 0.04:0.45,Nb| 0.04:0.64,In| 0.04:0.36,Pd| 0.03:0.27
Ta| 0.03:0.27,V_| 0.02:0.18,Ti| 0.01:0.45,Sb| 0.01:0.09,,
,,,,,
