0,1,2,3,4,5
Ag| 1.00:1.00,I_| 1.00:0.04,Zn| 0.25:0.22,Cu| 0.22:0.09,Si| 0.20:0.04,Sb| 0.20:0.04
Sn| 0.18:0.09,Al| 0.17:0.13,Bi| 0.14:0.04,Ge| 0.12:0.04,Ni| 0.09:0.48,Cd| 0.08:0.09
Co| 0.07:0.35,Pb| 0.06:0.09,Pd| 0.06:0.13,V_| 0.05:0.52,Mo| 0.05:0.65,Pt| 0.04:0.61
P | 0.04:0.26,Fe| 0.04:0.26,K_| 0.04:0.30,C_| 0.04:0.22,Zr| 0.03:0.48,Ta| 0.03:0.52
S | 0.03:0.43,Ti| 0.03:0.30,In| 0.03:0.04,Cr| 0.03:0.26,Au| 0.03:0.09,Nb| 0.02:0.35
W_| 0.02:0.30,,,,,
