0,1,2,3,4,5
Bi| 1.14:0.02,Ta| 1.00:1.00,I_| 1.00:0.00,Cu| 0.89:0.02,Au| 0.74:0.14,Pb| 0.72:0.06
Fe| 0.70:0.27,C_| 0.69:0.25,K_| 0.68:0.32,Ni| 0.67:0.21,Cr| 0.67:0.37,S | 0.66:0.56
V_| 0.65:0.39,Pd| 0.64:0.09,W_| 0.64:0.56,Zr| 0.64:0.53,P | 0.63:0.23,Nb| 0.62:0.62
In| 0.62:0.05,Co| 0.61:0.19,Ti| 0.61:0.36,Zn| 0.60:0.03,Cd| 0.60:0.04,Pt| 0.59:0.48
Ca| 0.58:0.06,Mo| 0.57:0.48,Al| 0.56:0.03,Ag| 0.52:0.03,Ge| 0.50:0.01,Sn| 0.45:0.01
Sb| 0.40:0.01,Si| 0.20:0.00,,,,
