0,1,2,3,4,5
In| 1.00:1.00,Sb| 0.60:0.09,Sn| 0.45:0.15,Cu| 0.33:0.09,Bi| 0.29:0.06,Zn| 0.25:0.15
Pb| 0.22:0.21,Cd| 0.20:0.15,Ge| 0.12:0.03,Au| 0.11:0.24,Pd| 0.09:0.15,K_| 0.09:0.47
V_| 0.07:0.47,Cr| 0.07:0.41,Co| 0.07:0.24,S | 0.06:0.62,Pt| 0.06:0.59,Fe| 0.06:0.26
W_| 0.06:0.59,P | 0.06:0.24,Ni| 0.06:0.21,Nb| 0.06:0.65,Zr| 0.06:0.53,Mo| 0.06:0.53
Al| 0.06:0.03,Ta| 0.05:0.62,Ti| 0.05:0.35,Ag| 0.04:0.03,Ca| 0.03:0.03,C_| 0.01:0.06
,,,,,
