0,1,2,3,4,5
Pt| 1.00:1.00,Mo| 0.83:0.86,P | 0.61:0.27,Ag| 0.61:0.04,Zn| 0.60:0.04,Sb| 0.60:0.01
In| 0.59:0.06,Bi| 0.57:0.01,Fe| 0.57:0.27,K_| 0.54:0.31,Zr| 0.54:0.55,Pb| 0.53:0.05
Ti| 0.53:0.39,V_| 0.53:0.38,C_| 0.52:0.24,S | 0.52:0.54,Al| 0.50:0.03,W_| 0.49:0.53
Nb| 0.49:0.60,Cr| 0.49:0.33,Ta| 0.48:0.59,Au| 0.48:0.11,Ni| 0.48:0.19,Cd| 0.44:0.04
Co| 0.40:0.15,Pd| 0.40:0.07,Ge| 0.38:0.01,Ca| 0.37:0.04,Sn| 0.36:0.01,Cu| 0.33:0.01
,,,,,
