0,1,2,3,4,5
Sb| 1.00:1.00,Sn| 0.27:0.60,Ge| 0.25:0.40,Zn| 0.15:0.60,Bi| 0.14:0.20,Cu| 0.11:0.20
In| 0.09:0.60,Cd| 0.08:0.40,Pb| 0.06:0.40,Al| 0.06:0.20,Ag| 0.04:0.20,Au| 0.04:0.60
Fe| 0.03:0.80,Ni| 0.02:0.60,Pd| 0.02:0.20,Co| 0.02:0.40,C_| 0.01:0.40,Pt| 0.01:0.60
Cr| 0.01:0.40,Zr| 0.01:0.60,Mo| 0.01:0.40,W_| 0.01:0.40,K_| 0.01:0.20,Nb| 0.01:0.40
Ta| 0.01:0.40,V_| 0.00:0.20,,,,
,,,,,
