0,1,2,3,4,5
V_| 1.00:1.00,Ge| 0.62:0.02,Bi| 0.57:0.02,Cu| 0.56:0.02,Pb| 0.53:0.07,Ag| 0.52:0.05
Au| 0.51:0.16,Ca| 0.50:0.08,In| 0.47:0.07,Ti| 0.44:0.44,S | 0.43:0.61,Fe| 0.43:0.28
K_| 0.42:0.33,Zr| 0.41:0.58,Ni| 0.40:0.22,W_| 0.39:0.58,Cr| 0.39:0.36,Nb| 0.39:0.65
Ta| 0.39:0.65,Pt| 0.38:0.53,Sn| 0.36:0.02,Mo| 0.36:0.52,P | 0.36:0.22,Zn| 0.35:0.03
C_| 0.34:0.21,Al| 0.33:0.03,Co| 0.32:0.17,Pd| 0.28:0.07,Sb| 0.20:0.00,Cd| 0.20:0.02
,,,,,
