0,1,2,3,4,5
P | 1.00:1.00,K_| 0.46:0.62,Pb| 0.41:0.10,S | 0.37:0.88,Ca| 0.34:0.10,Fe| 0.28:0.30
Zr| 0.28:0.65,Pt| 0.27:0.61,Ti| 0.26:0.44,Ag| 0.26:0.04,Au| 0.26:0.14,Nb| 0.25:0.69
Mo| 0.25:0.58,W_| 0.24:0.59,In| 0.24:0.06,Ta| 0.23:0.63,Al| 0.22:0.03,Cr| 0.22:0.34
V_| 0.22:0.36,C_| 0.21:0.21,Sn| 0.18:0.01,Co| 0.18:0.16,Pd| 0.17:0.07,Cd| 0.16:0.03
Bi| 0.14:0.01,Ni| 0.14:0.12,Ge| 0.12:0.01,Cu| 0.11:0.01,Zn| 0.10:0.01,
,,,,,
