0,1,2,3,4,5
Cd| 1.00:1.00,Zn| 0.40:0.32,Sb| 0.40:0.08,Sn| 0.27:0.12,Si| 0.20:0.04,Al| 0.17:0.12
Pd| 0.15:0.32,In| 0.15:0.20,Bi| 0.14:0.04,Ge| 0.12:0.04,Cu| 0.11:0.04,C_| 0.10:0.56
Ag| 0.09:0.08,Ni| 0.06:0.28,Au| 0.05:0.16,Zr| 0.05:0.68,Cr| 0.05:0.44,Co| 0.05:0.24
Nb| 0.04:0.68,K_| 0.04:0.32,S | 0.04:0.56,Fe| 0.04:0.24,Ta| 0.04:0.60,Pt| 0.04:0.44
Ti| 0.04:0.32,Pb| 0.03:0.04,P | 0.03:0.16,Mo| 0.03:0.36,W_| 0.03:0.36,Ca| 0.03:0.04
V_| 0.02:0.20,,,,,
