0,1,2,3,4,5
Zr| 1.00:1.00,I_| 1.00:0.00,Cd| 0.68:0.05,Cu| 0.67:0.02,P | 0.65:0.28,K_| 0.62:0.35
Sb| 0.60:0.01,Pb| 0.59:0.06,V_| 0.58:0.41,Bi| 0.57:0.01,S | 0.57:0.58,C_| 0.57:0.25
Cr| 0.56:0.37,Au| 0.56:0.13,Ni| 0.55:0.21,Pt| 0.55:0.54,Ti| 0.54:0.39,Nb| 0.53:0.64
W_| 0.53:0.56,In| 0.53:0.06,Ta| 0.53:0.64,Mo| 0.52:0.53,Ge| 0.50:0.01,Ca| 0.50:0.06
Fe| 0.49:0.23,Ag| 0.48:0.03,Co| 0.47:0.18,Zn| 0.45:0.03,Al| 0.44:0.03,Pd| 0.42:0.07
Sn| 0.36:0.01,Si| 0.20:0.00,,,,
