0,1,2,3,4,5
Nb| 1.00:1.00,Bi| 0.71:0.01,Ti| 0.70:0.42,P | 0.69:0.25,C_| 0.69:0.25,K_| 0.69:0.32
Cd| 0.68:0.04,Cr| 0.66:0.36,V_| 0.65:0.39,In| 0.65:0.06,Zr| 0.64:0.53,W_| 0.62:0.54
Ta| 0.62:0.62,S | 0.61:0.52,Al| 0.61:0.03,Pd| 0.60:0.08,Zn| 0.60:0.03,Si| 0.60:0.01
Pt| 0.60:0.49,Fe| 0.59:0.23,Pb| 0.59:0.05,Au| 0.59:0.11,Co| 0.59:0.19,Mo| 0.58:0.49
Ni| 0.57:0.18,Cu| 0.56:0.01,Ca| 0.55:0.05,Sn| 0.45:0.01,Sb| 0.40:0.01,Ge| 0.38:0.01
Ag| 0.35:0.02,,,,,
