0,1,2,3,4,5
Pb| 1.00:1.00,Sb| 0.40:0.06,Bi| 0.29:0.06,In| 0.21:0.22,Sn| 0.18:0.06,Au| 0.16:0.38
Ge| 0.12:0.03,Ni| 0.12:0.44,Cu| 0.11:0.03,Co| 0.10:0.38,P | 0.10:0.41,Ag| 0.09:0.06
Fe| 0.08:0.38,V_| 0.07:0.53,K_| 0.07:0.41,Ta| 0.06:0.72,Zr| 0.06:0.59,W_| 0.06:0.62
Cr| 0.06:0.38,S | 0.06:0.56,Al| 0.06:0.03,Pt| 0.05:0.53,Mo| 0.05:0.53,Zn| 0.05:0.03
Nb| 0.05:0.59,Cd| 0.04:0.03,Ti| 0.04:0.28,Pd| 0.04:0.06,C_| 0.04:0.16,
,,,,,
