0,1,2,3,4,5
I_| 1.00:0.00,Cr| 1.00:1.00,Bi| 0.71:0.02,Zn| 0.60:0.06,Au| 0.48:0.17,Cd| 0.44:0.05
In| 0.41:0.07,Si| 0.40:0.01,Sb| 0.40:0.01,Fe| 0.40:0.28,S | 0.40:0.61,Ca| 0.39:0.07
Ge| 0.38:0.01,Pb| 0.38:0.06,W_| 0.37:0.60,Zr| 0.37:0.56,Ti| 0.37:0.40,Ta| 0.37:0.67
Co| 0.36:0.21,Nb| 0.36:0.66,V_| 0.36:0.39,P | 0.34:0.22,Cu| 0.33:0.01,Mo| 0.33:0.50
Pt| 0.33:0.49,K_| 0.33:0.28,C_| 0.30:0.20,Pd| 0.28:0.07,Al| 0.28:0.02,Ag| 0.26:0.03
Ni| 0.23:0.13,Sn| 0.18:0.01,,,,
