0,1,2,3,4,5
Mo| 1.00:1.00,I_| 1.00:0.00,Pt| 0.86:0.83,Bi| 0.71:0.02,Ag| 0.65:0.05,P | 0.58:0.25
Zn| 0.55:0.03,Fe| 0.54:0.25,C_| 0.53:0.23,Zr| 0.53:0.52,Pb| 0.53:0.05,S | 0.53:0.53
In| 0.53:0.06,K_| 0.52:0.29,W_| 0.52:0.54,V_| 0.52:0.36,Cr| 0.50:0.33,Al| 0.50:0.03
Ti| 0.50:0.35,Pd| 0.49:0.08,Nb| 0.49:0.58,Ni| 0.49:0.18,Ta| 0.48:0.57,Co| 0.45:0.17
Au| 0.45:0.10,Ca| 0.45:0.05,Sb| 0.40:0.01,Si| 0.40:0.01,Cd| 0.36:0.03,Sn| 0.27:0.01
Ge| 0.25:0.01,Cu| 0.22:0.01,,,,
