0,1,2,3,4,5
K_| 1.00:1.00,I_| 1.00:0.01,P | 0.62:0.46,In| 0.47:0.09,Sn| 0.45:0.03,S | 0.43:0.77
Pb| 0.41:0.07,Au| 0.38:0.15,Fe| 0.36:0.30,Ti| 0.36:0.46,Zr| 0.35:0.62,Zn| 0.35:0.04
V_| 0.33:0.42,Al| 0.33:0.03,Nb| 0.32:0.69,Ta| 0.32:0.68,Cd| 0.32:0.04,W_| 0.32:0.59
Pt| 0.31:0.54,Ag| 0.30:0.04,Mo| 0.29:0.52,C_| 0.29:0.23,Ca| 0.29:0.06,Co| 0.28:0.19
Cr| 0.28:0.33,Ni| 0.26:0.17,Sb| 0.20:0.01,Si| 0.20:0.01,Pd| 0.19:0.06,Bi| 0.14:0.01
Ge| 0.12:0.01,Cu| 0.11:0.01,,,,
