0,1,2,3,4,5
Al| 1.00:1.00,Sb| 0.20:0.06,Bi| 0.14:0.06,Ag| 0.13:0.17,Ge| 0.12:0.06,Cd| 0.12:0.17
Cu| 0.11:0.06,Zn| 0.10:0.11,C_| 0.09:0.72,Sn| 0.09:0.06,Ni| 0.06:0.39,Co| 0.04:0.28
K_| 0.03:0.33,Pb| 0.03:0.06,P | 0.03:0.22,In| 0.03:0.06,Pt| 0.03:0.50,Nb| 0.03:0.61
Mo| 0.03:0.50,S | 0.03:0.50,Au| 0.03:0.11,Fe| 0.03:0.22,V_| 0.03:0.33,Ti| 0.03:0.33
Ta| 0.03:0.56,Zr| 0.03:0.44,Cr| 0.02:0.28,W_| 0.02:0.39,,
,,,,,
