0,1,2,3,4,5
Sn| 1.00:1.00,Sb| 0.60:0.27,Zn| 0.20:0.36,In| 0.15:0.45,Bi| 0.14:0.09,Ge| 0.12:0.09
Cd| 0.12:0.27,Cu| 0.11:0.09,Ag| 0.09:0.18,Pb| 0.06:0.18,Pd| 0.06:0.27,Al| 0.06:0.09
Fe| 0.03:0.45,Co| 0.03:0.36,K_| 0.03:0.45,Au| 0.03:0.18,V_| 0.02:0.36,Ni| 0.02:0.18
P | 0.01:0.18,C_| 0.01:0.18,Nb| 0.01:0.45,Ta| 0.01:0.45,Pt| 0.01:0.36,Zr| 0.01:0.36
S | 0.01:0.36,Cr| 0.01:0.18,Mo| 0.01:0.27,W_| 0.01:0.27,Ti| 0.00:0.09,
,,,,,
