0,1,2,3,4,5
Cu| 1.00:1.00,Ge| 0.25:0.22,Sb| 0.20:0.11,Bi| 0.14:0.11,Sn| 0.09:0.11,In| 0.09:0.33
Ag| 0.09:0.22,Al| 0.06:0.11,Zn| 0.05:0.11,Cd| 0.04:0.11,Pd| 0.04:0.22,Pb| 0.03:0.11
Ni| 0.02:0.33,V_| 0.02:0.56,C_| 0.02:0.33,Ta| 0.02:0.89,Zr| 0.02:0.67,Cr| 0.01:0.33
Au| 0.01:0.11,Fe| 0.01:0.22,Nb| 0.01:0.56,Pt| 0.01:0.33,W_| 0.01:0.33,Ti| 0.01:0.22
P | 0.01:0.11,Mo| 0.01:0.22,K_| 0.01:0.11,S | 0.00:0.11,,
,,,,,
