0,1,2,3,4,5
Zn| 1.00:1.00,Sb| 0.60:0.15,Sn| 0.36:0.20,Cd| 0.32:0.40,Bi| 0.29:0.10,Ag| 0.22:0.25
In| 0.15:0.25,Ge| 0.12:0.05,Cu| 0.11:0.05,Al| 0.11:0.10,Cr| 0.06:0.60,Au| 0.05:0.20
Ti| 0.04:0.50,C_| 0.04:0.30,Ni| 0.04:0.25,Co| 0.04:0.25,K_| 0.04:0.35,Pt| 0.04:0.60
Pd| 0.04:0.10,W_| 0.04:0.60,Mo| 0.03:0.55,Nb| 0.03:0.60,Ta| 0.03:0.60,Pb| 0.03:0.05
V_| 0.03:0.35,Zr| 0.03:0.45,S | 0.02:0.40,Fe| 0.02:0.15,P | 0.01:0.10,
,,,,,
