0,1,2,3,4,5
Ge| 1.00:1.00,Sb| 0.40:0.25,Cu| 0.22:0.25,Bi| 0.14:0.12,Sn| 0.09:0.12,Al| 0.06:0.12
Zn| 0.05:0.12,Ag| 0.04:0.12,Cd| 0.04:0.12,Ni| 0.03:0.50,Pb| 0.03:0.12,In| 0.03:0.12
Ca| 0.03:0.12,V_| 0.02:0.62,C_| 0.02:0.38,Fe| 0.02:0.38,Cr| 0.01:0.38,Au| 0.01:0.12
Zr| 0.01:0.50,Ta| 0.01:0.50,Pt| 0.01:0.38,Nb| 0.01:0.38,P | 0.01:0.12,Mo| 0.01:0.25
W_| 0.01:0.25,K_| 0.01:0.12,Ti| 0.00:0.12,S | 0.00:0.12,,
,,,,,
