0,1,2,3,4,5
Fe| 1.00:1.00,Sb| 0.80:0.03,Sn| 0.45:0.03,Ge| 0.38:0.02,Pb| 0.38:0.08,P | 0.30:0.28
Au| 0.30:0.15,K_| 0.30:0.36,Co| 0.30:0.24,Pd| 0.28:0.10,Cr| 0.28:0.40,V_| 0.28:0.43
Ta| 0.27:0.70,Pt| 0.27:0.57,In| 0.26:0.06,Ca| 0.26:0.07,Ag| 0.26:0.04,W_| 0.25:0.57
Mo| 0.25:0.54,S | 0.24:0.53,Cd| 0.24:0.04,C_| 0.23:0.22,Ni| 0.23:0.19,Nb| 0.23:0.59
Zr| 0.23:0.49,Cu| 0.22:0.01,Al| 0.22:0.03,Ti| 0.21:0.32,Si| 0.20:0.01,Zn| 0.15:0.02
Bi| 0.14:0.01,,,,,
